,amount,amount,amount
CUST03116,259968.53,1361.0917801047121,191
CUST02667,259574.71,1207.3242325581396,215
CUST01966,275591.08,1473.749090909091,187
CUST07635,235375.13,1293.269945054945,182
CUST04980,306800.13,1400.9138356164383,219
CUST03443,276915.84,1564.496271186441,177
CUST08917,284836.75,1507.0727513227514,189
CUST04290,270606.19,1326.500931372549,204
CUST05868,257154.88999999998,1375.1598395721924,187
CUST00103,287865.15,1425.075,202
CUST06915,301371.16000000003,1484.5869950738918,203
CUST00849,307697.22000000003,1451.4019811320757,212
CUST09432,278628.82,1365.8275490196079,204
CUST04563,276588.73,1404.0037055837563,197
CUST04125,311419.21,1455.229953271028,214
CUST07816,284529.17,1401.621527093596,203
CUST05217,296706.96,1454.4458823529412,204
CUST04647,238414.55000000002,1281.7986559139786,186
CUST05843,261906.67,1271.3916019417477,206
CUST08640,287411.11,1330.6069907407407,216
CUST05422,266445.6,1531.2965517241378,174
CUST09798,287241.59,1248.8764782608696,230
CUST00073,259861.6,1261.464077669903,206
CUST08412,245309.19,1325.9956216216217,185
CUST09815,261528.59,1362.1280729166667,192
CUST07054,325062.07,1444.7203111111112,225
CUST00018,273824.09,1448.804708994709,189
CUST07333,254856.8,1370.1978494623656,186
CUST09918,307823.88,1479.9225000000001,208
CUST00799,261988.01,1336.6735204081633,196
CUST08140,287130.5,1435.6525,200
CUST00925,240011.27,1276.6556914893617,188
CUST01857,248838.01,1309.6737368421052,190
CUST02935,304265.85,1536.696212121212,198
CUST09159,291872.86,1370.295117370892,213
CUST09584,216787.59,1305.9493373493976,166
CUST08083,252989.99000000002,1310.82896373057,193
CUST04508,325516.99,1472.927556561086,221
CUST00784,286259.9,1431.2995,200
CUST05524,260374.11,1363.2152356020943,191
CUST09174,300435.13,1347.242735426009,223
CUST02772,282124.77,1558.7003867403316,181
CUST01717,325408.27,1534.9446698113209,212
CUST00158,274755.0,1373.775,200
CUST02364,279404.49,1330.4975714285713,210
CUST00335,254314.39,1277.96175879397,199
CUST01308,282883.52,1366.5870531400967,207
CUST06921,264271.47,1413.2164171122993,187
CUST02715,271372.33,1343.4273762376238,202
CUST01466,287970.37,1418.5732512315271,203
CUST04207,274197.25,1344.1041666666667,204
CUST01897,314444.94,1564.4026865671642,201
CUST01754,274393.86,1365.1435820895522,201
CUST07103,286615.85000000003,1320.8103686635945,217
CUST08348,310333.1,1463.8353773584904,212
CUST05419,270907.61,1403.6663730569946,193
CUST07106,303814.51,1406.5486574074075,216
CUST03366,245986.04,1287.8850261780105,191
CUST07671,276352.17,1402.8028934010151,197
CUST04950,259662.7,1381.1845744680852,188
CUST08606,319897.08,1487.8933953488372,215
CUST09834,284740.06,1564.5058241758243,182
CUST04861,245029.99000000002,1416.358323699422,173
CUST01877,267356.38,1323.5464356435643,202
CUST05214,277854.23,1329.4460765550239,209
CUST07524,285741.09,1253.2503947368423,228
CUST09313,273824.04,1369.1201999999998,200
CUST08313,283463.03,1453.6565641025643,195
CUST06871,338216.9,1537.3495454545455,220
CUST05209,312160.37,1451.9086976744186,215
CUST07006,257258.63,1339.8886979166666,192
CUST07323,265909.01,1429.6183333333333,186
CUST09017,275317.43,1456.7059788359788,189
CUST07591,336819.2,1415.2067226890756,238
CUST04753,274092.65,1398.4318877551023,196
CUST05689,250392.36000000002,1277.5120408163266,196
CUST09481,237628.85,1263.9832446808512,188
CUST02895,251209.8,1380.2736263736263,182
CUST08705,337332.07,1499.2536444444445,225
CUST00057,248375.3,1372.2392265193369,181
CUST02424,255476.08000000002,1283.7993969849247,199
CUST01342,263196.22,1322.5940703517585,199
CUST05172,278098.54000000004,1471.4208465608467,189
CUST03941,266974.23,1348.354696969697,198
CUST03063,296795.88,1374.055,216
CUST07578,293278.26,1527.4909375,192
CUST00844,289148.38,1438.5491542288557,201
CUST05712,300526.74,1410.923661971831,213
CUST06056,306816.95,1400.9906392694065,219
CUST07055,300067.47000000003,1449.6013043478263,207
CUST00235,306082.66,1493.0861463414633,205
CUST02484,321740.19,1411.1411842105263,228
CUST01445,291112.01,1420.0585853658538,205
CUST06189,272088.84,1395.3273846153847,195
CUST01950,252602.66999999998,1411.188100558659,179
CUST06593,285104.1,1516.5111702127658,188
CUST07076,258730.25,1354.6086387434555,191
CUST07344,259466.74,1330.5986666666665,195
CUST01248,222476.26,1308.6838823529413,170
CUST04356,343019.8,1453.4737288135593,236
CUST07848,226537.38,1294.4993142857143,175
CUST00115,211380.92,1321.13075,160
CUST07770,266773.3,1295.0160194174757,206
CUST09530,249352.02,1291.979378238342,193
CUST01465,288065.36,1477.2582564102563,195
CUST04827,251618.69,1397.8816111111112,180
CUST00011,264015.62,1389.555894736842,190
CUST04845,281312.11,1399.5627363184078,201
CUST00357,305998.02999999997,1403.6606880733943,218
CUST00272,264616.22,1357.0062564102564,195
CUST00481,289919.75,1464.2411616161617,198
CUST08739,280650.22000000003,1342.824019138756,209
CUST09572,254421.78,1346.146984126984,189
CUST09823,228083.15,1357.6377976190477,168
CUST05989,269280.12,1326.503054187192,203
CUST09330,304994.99,1524.97495,200
CUST00312,279916.16,1420.8942131979695,197
CUST03554,289053.13,1445.26565,200
CUST05325,278802.6,1340.3971153846153,208
CUST06516,298220.25,1426.891148325359,209
CUST00076,271587.23,1385.649132653061,196
CUST01916,261889.11,1378.3637368421053,190
CUST09390,237781.48,1244.9292146596858,191
CUST06361,248586.81,1365.8615934065933,182
CUST02308,296096.44,1542.1689583333334,192
CUST05010,270627.68,1288.703238095238,210
CUST06713,253793.19,1371.8550810810812,185
CUST00596,280314.19,1380.858078817734,203
CUST06717,263757.16000000003,1345.6997959183675,196
CUST01169,286038.91,1381.8304830917873,207
CUST02720,284807.15,1324.6844186046512,215
CUST04976,253836.66999999998,1410.203722222222,180
CUST04372,301057.18,1433.605619047619,210
CUST02576,265488.66000000003,1397.3087368421054,190
CUST09362,272448.34,1382.986497461929,197
CUST00242,290600.89,1397.1196634615385,208
CUST08794,255051.99,1307.958923076923,195
CUST08844,270844.21,1433.0381481481484,189
CUST02180,347224.9,1452.823849372385,239
CUST09149,251381.59,1289.136358974359,195
CUST03981,248853.66,1302.8987434554974,191
CUST03826,274993.29,1510.9521428571427,182
CUST04656,248185.84,1402.1798870056498,177
CUST06175,229368.88,1357.2123076923078,169
CUST04900,286874.81,1509.8674210526315,190
CUST04274,281809.84,1416.1298492462313,199
CUST00648,303722.04,1533.9496969696968,198
CUST08428,278101.25,1440.9391191709844,193
CUST00043,317098.88,1468.0503703703705,216
CUST04300,322527.78,1521.3574528301888,212
CUST02796,232165.29,1282.6811602209946,181
CUST09415,263087.01,1335.4670558375635,197
CUST04934,278931.98,1394.6598999999999,200
CUST04783,333385.17,1536.3371889400921,217
CUST09700,278922.24,1437.743505154639,194
CUST09613,293725.77,1476.0088944723618,199
CUST08242,299261.34,1312.5497368421054,228
CUST06105,255188.78,1329.1082291666667,192
CUST06488,234463.75,1420.9924242424242,165
CUST04788,302528.47000000003,1400.5947685185185,216
CUST03843,327554.76,1417.985974025974,231
CUST01124,288886.2,1409.2009756097561,205
CUST04898,247594.47,1310.0236507936509,189
CUST04546,234610.82,1275.058804347826,184
CUST09294,252418.46,1379.3358469945356,183
CUST07297,259751.6,1381.6574468085107,188
CUST06393,260714.9,1350.8544041450778,193
CUST00955,283139.94,1354.7365550239235,209
CUST04037,240783.08000000002,1254.0785416666668,192
CUST02678,256084.46000000002,1333.7732291666669,192
CUST05232,267745.26,1332.0659701492539,201
CUST07159,278688.45,1393.44225,200
CUST00704,241610.23,1334.8631491712708,181
CUST07616,295956.9,1509.9841836734695,196
CUST02646,260161.51,1413.92125,184
CUST00673,283702.57,1390.6988725490196,204
CUST01659,274048.77,1539.5998314606743,178
CUST03446,276791.3,1390.9110552763818,199
CUST09320,285526.67,1392.8130243902438,205
CUST06425,261293.61000000002,1404.8043548387097,186
CUST01853,288235.44,1334.4233333333334,216
CUST02615,213411.75,1301.2911585365853,164
CUST03090,285139.27,1462.2526666666668,195
CUST07984,288031.87,1405.0335121951218,205
CUST08231,270848.19,1464.0442702702703,185
CUST02764,296904.16000000003,1455.412549019608,204
CUST06388,301792.31,1430.295308056872,211
CUST05264,268535.01,1451.5405945945947,185
CUST06340,279316.78,1447.237202072539,193
CUST08660,277825.83,1322.980142857143,210
CUST01387,283981.14,1405.8472277227725,202
CUST08164,271210.75,1434.9775132275133,189
CUST07197,297179.55,1449.6563414634145,205
CUST01704,243234.84,1314.782918918919,185
CUST01710,263617.58,1338.160304568528,197
CUST01999,252606.27000000002,1315.6576562500002,192
CUST04589,240146.1,1298.087027027027,185
CUST03860,261761.16999999998,1399.7923529411764,187
CUST03335,309218.38,1431.5665740740742,216
CUST09753,255458.94,1246.1411707317072,205
CUST01002,257362.36000000002,1333.4837305699482,193
CUST06567,292175.64,1432.2335294117647,204
CUST01979,270182.76,1364.5593939393939,198
CUST01653,326758.08,1458.7414285714287,224
CUST08619,274452.27,1386.1225757575758,198
CUST04195,280786.41,1425.3117258883246,197
CUST00676,286271.59,1389.6679126213594,206
CUST07639,273896.48,1472.5617204301075,186
CUST00817,292066.32,1417.7976699029127,206
CUST02627,333771.86,1581.8571563981043,211
CUST06991,300918.27,1512.1521105527638,199
CUST09487,277407.1,1483.4604278074864,187
CUST06160,248997.8,1185.7038095238095,210
CUST02281,324955.83,1371.1216455696203,237
CUST03009,293217.66000000003,1409.7002884615385,208
CUST05464,295946.47,1376.4952093023255,215
CUST03243,300856.89,1319.547763157895,228
CUST00332,251668.86,1413.87,178
CUST07174,297889.87,1306.5345175438597,228
CUST01609,249954.01,1470.317705882353,170
CUST09857,278188.66,1337.4454807692307,208
CUST09232,330196.42000000004,1448.229912280702,228
CUST04821,279390.6,1403.9728643216079,199
CUST08460,322328.21,1520.4160849056605,212
CUST05717,276586.95,1355.8183823529412,204
CUST03963,266893.03,1334.4651500000002,200
CUST04060,277400.86,1340.10077294686,207
CUST08913,301704.14,1464.5832038834951,206
CUST02658,254283.46,1210.873619047619,210
CUST01560,298367.35,1407.3931603773583,212
CUST04960,266779.98,1426.630909090909,187
CUST05114,293732.27,1392.096066350711,211
CUST07028,278573.4,1379.0762376237624,202
CUST06135,277773.46,1329.0596172248804,209
CUST09290,295393.45,1491.8861111111112,198
CUST09488,275076.47,1368.5396517412935,201
CUST04942,219790.56,1270.4656647398845,173
CUST07182,320905.63,1478.8277880184332,217
CUST04221,306373.8,1516.7019801980198,202
CUST05502,273284.9,1352.8955445544555,202
CUST01239,282171.65,1403.8390547263682,201
CUST02888,318190.06,1459.5874311926605,218
CUST05048,281625.56,1429.5713705583755,197
CUST05438,269182.8,1470.944262295082,183
CUST02990,313975.66000000003,1569.8783,200
CUST03517,243251.26,1287.0437037037038,189
CUST09196,294466.51,1472.33255,200
CUST09340,246559.80000000002,1339.9989130434783,184
CUST05215,292998.98,1583.7782702702702,185
CUST08551,267053.29,1271.6823333333332,210
CUST05675,257569.35,1471.8248571428571,175
CUST07962,264744.01,1317.1343781094529,201
CUST06971,288864.08,1458.909494949495,198
CUST09297,267201.77,1272.389380952381,210
CUST03550,310541.79,1444.3804186046511,215
CUST05957,345320.72000000003,1555.498738738739,222
CUST09057,272950.35,1421.61640625,192
CUST08922,275775.1,1378.8754999999999,200
CUST04386,288634.58,1336.2712037037038,216
CUST02757,225722.25,1275.2669491525423,177
CUST04683,275046.42,1348.2667647058822,204
CUST04153,278040.49,1383.2860199004974,201
CUST02179,310872.88,1466.3815094339623,212
CUST06577,334964.67,1469.143289473684,228
CUST07669,243439.5,1399.0775862068965,174
CUST07007,253190.77000000002,1368.5987567567568,185
CUST05033,294237.56,1524.5469430051814,193
CUST05902,257606.67,1415.4212637362639,182
CUST05597,252110.65,1286.2788265306122,196
CUST09859,267088.01,1391.0833854166667,192
CUST08980,344403.64999999997,1558.3875565610858,221
CUST06910,274884.28,1431.6889583333334,192
CUST08970,298199.29,1406.6004245283018,212
CUST01751,291225.64,1532.7665263157896,190
CUST02544,273275.14,1373.2419095477387,199
CUST04916,243509.94,1316.269945945946,185
CUST00870,312175.5,1357.2847826086957,230
CUST06460,304379.72,1442.557914691943,211
CUST06121,287376.33,1318.2400458715597,218
CUST02271,268095.11,1426.037819148936,188
CUST01927,287734.07,1483.1653092783506,194
CUST06048,301556.96,1435.985523809524,210
CUST08409,270229.11,1292.9622488038276,209
CUST09801,272182.8,1302.3100478468898,209
CUST00209,270155.02,1385.410358974359,195
CUST00501,283441.0,1396.2610837438424,203
CUST02889,308248.51,1460.893412322275,211
CUST03994,294784.67,1352.223256880734,218
CUST05024,267039.53,1383.624507772021,193
CUST09129,255617.42,1240.8612621359223,206
CUST02109,242925.31,1437.4278698224853,169
CUST09527,249791.78,1357.5640217391303,184
CUST05335,267779.44,1352.421414141414,198
CUST06789,257062.6,1367.354255319149,188
CUST02303,262062.99,1357.8393264248705,193
CUST09056,270304.96,1415.209214659686,191
CUST03759,296357.86,1372.0271296296296,216
CUST03133,266010.76,1461.5975824175825,182
CUST05434,344317.17,1557.9962443438912,221
CUST05728,276362.01,1402.852842639594,197
CUST09904,321507.63,1530.9887142857142,210
CUST09172,319094.98,1477.2915740740739,216
CUST04324,323570.0,1457.5225225225224,222
CUST09449,235588.41,1239.939,190
CUST09095,275603.2,1435.4333333333334,192
CUST04197,321733.24,1616.7499497487436,199
CUST08328,273079.52,1252.6583486238533,218
CUST09341,269625.99,1434.1807978723405,188
CUST09429,263798.75,1373.9518229166667,192
CUST03098,251580.71,1338.1952659574467,188
CUST08609,258011.74,1303.089595959596,198
CUST04554,289143.89,1438.5268159203981,201
CUST07553,272940.77,1392.554948979592,196
CUST03477,262721.0,1269.183574879227,207
CUST00397,266286.39,1455.1168852459018,183
CUST03258,256761.91,1467.2109142857144,175
CUST05698,287901.47000000003,1384.1416826923078,208
CUST05962,276599.08,1349.2638048780489,205
CUST06000,257567.99,1320.861487179487,195
CUST06829,255446.41999999998,1351.5683597883597,189
CUST03282,313198.68,1398.2083928571428,224
CUST04418,291730.16,1444.208712871287,202
CUST02090,269403.62,1388.6784536082473,194
CUST07530,295507.35,1420.7084134615384,208
CUST04493,275756.13,1428.788238341969,193
CUST02621,306323.7,1361.4386666666667,225
CUST01022,292469.35,1399.374880382775,209
CUST02192,278426.49,1378.3489603960395,202
CUST02499,303299.83,1430.6595754716982,212
CUST05001,289096.4,1350.917757009346,214
CUST06318,282656.4,1449.5200000000002,195
CUST05102,292224.33999999997,1468.4640201005022,199
CUST04786,274106.55,1481.657027027027,185
CUST04605,314167.63,1421.5729864253394,221
CUST05220,219312.82,1239.0554802259887,177
CUST04860,279505.1,1411.641919191919,198
CUST01992,265016.36,1331.7405025125627,199
CUST04678,310303.86,1484.7074641148324,209
CUST04253,287664.73,1460.2270558375633,197
CUST09879,239716.61,1377.6816666666666,174
CUST00241,263340.15,1316.7007500000002,200
CUST04185,287980.26,1411.6679411764705,204
CUST05701,301734.01,1555.3299484536083,194
CUST04987,308578.59,1396.2832126696833,221
CUST04776,280044.75,1372.7683823529412,204
CUST09870,264792.16,1350.980408163265,196
CUST05535,260097.66999999998,1413.5742934782609,184
CUST09208,272414.99,1480.51625,184
CUST02337,235218.86,1460.9867080745341,161
CUST02027,285312.76,1448.2881218274113,197
CUST00926,253639.26,1327.9542408376965,191
CUST07936,272517.36,1349.0958415841583,202
CUST05095,260644.09,1489.3948,175
CUST02241,285304.73,1448.2473604060913,197
CUST06093,284418.97000000003,1394.2106372549022,204
CUST00191,269458.31,1374.7872959183674,196
CUST03076,265319.97,1326.5998499999998,200
CUST07315,297890.57,1504.4978282828283,198
CUST09911,271319.17,1490.7646703296703,182
CUST05740,304918.41,1431.5418309859153,213
CUST02572,314849.47,1450.9192165898617,217
CUST01534,261026.34,1345.4965979381443,194
CUST08343,294358.01,1381.962488262911,213
CUST03008,224274.61,1288.934540229885,174
CUST07141,270567.41000000003,1366.502070707071,198
CUST02107,227911.5,1398.2300613496932,163
CUST07670,269531.17,1403.8081770833332,192
CUST03914,265589.11,1483.7380446927373,179
CUST01351,270780.19,1374.518730964467,197
CUST07823,282507.57,1456.224587628866,194
CUST07247,287801.8,1314.1634703196346,219
CUST00540,249968.04,1173.5588732394367,213
CUST07648,232585.43,1243.7723529411765,187
CUST01459,260112.3,1347.7321243523315,193
CUST09713,271253.49,1450.553422459893,187
CUST05073,307213.94,1455.9902369668246,211
CUST02321,338334.99,1464.6536363636362,231
CUST00910,260000.15,1238.0959523809524,210
CUST03085,316953.89,1408.6839555555557,225
CUST01107,296405.93,1568.285343915344,189
CUST03516,224790.77,1354.1612650602408,166
CUST03294,278816.25,1415.3109137055837,197
CUST05372,303518.34,1540.702233502538,197
CUST06350,280020.01,1414.2424747474747,198
CUST02879,268984.28,1379.4065641025643,195
CUST04911,249482.78,1442.0969942196532,173
CUST05977,207093.52,1240.0809580838322,167
CUST04582,302985.34,1396.2458064516131,217
CUST02508,263117.46,1370.4034375,192
CUST01947,285513.67,1427.56835,200
CUST05388,290403.59,1430.5595566502463,203
CUST03690,262186.48,1351.4767010309276,194
CUST01887,222209.82,1255.422711864407,177
CUST05343,264403.73,1328.661959798995,199
CUST00693,277822.95,1361.877205882353,204
CUST03160,307810.2,1465.7628571428572,210
CUST05202,220293.12,1197.2452173913043,184
CUST08159,245348.75,1394.0269886363637,176
CUST08354,319909.63,1545.457149758454,207
CUST04884,319969.62,1454.4073636363637,220
CUST02978,289370.63,1439.6548756218906,201
CUST09699,269787.14,1329.0006896551724,203
CUST03975,284496.71,1458.9574871794873,195
CUST06218,206859.16,1352.0206535947714,153
CUST07472,277506.13,1353.6884390243902,205
CUST05367,258077.59,1395.014,185
CUST02666,242987.04,1335.0936263736264,182
CUST01122,307601.5,1430.7046511627907,215
CUST04390,293447.64,1482.058787878788,198
CUST04077,331115.43,1484.8225560538117,223
CUST02846,244256.11,1349.481270718232,181
CUST07285,226665.69,1180.55046875,192
CUST09400,318299.43,1433.781216216216,222
CUST05152,274916.16,1328.0973913043476,207
CUST09828,258851.01,1327.441076923077,195
CUST00656,265428.99,1434.7512972972972,185
CUST08123,233336.31,1215.29328125,192
CUST03105,251996.97,1354.8224193548388,186
CUST08041,261614.12,1478.0458757062147,177
CUST06875,258324.65000000002,1304.6699494949496,198
CUST04590,298527.61,1538.8021134020619,194
CUST00049,247991.5,1425.2385057471265,174
CUST07803,258781.3,1429.7309392265192,181
CUST08657,275458.0,1398.263959390863,197
CUST05089,304086.21,1407.8065277777778,216
CUST05661,258808.05000000002,1300.5429648241206,199
CUST03407,249238.1,1298.1151041666667,192
CUST07575,290441.26,1383.0536190476191,210
CUST03262,227687.28,1301.0701714285715,175
CUST09737,232601.42,1321.5989772727273,176
CUST09027,285594.12,1464.5852307692307,195
CUST03802,297656.77,1417.4131904761905,210
CUST03688,237364.06,1356.366057142857,175
CUST03245,267420.37,1378.4555154639174,194
CUST03635,287158.19,1400.7716585365854,205
CUST09648,258878.65,1314.1048223350253,197
CUST03877,252468.51,1442.6772,175
CUST09067,276932.97,1325.0381339712917,209
CUST03323,267586.08,1454.2721739130436,184
CUST01799,285445.15,1406.1337438423645,203
CUST07461,288214.43,1340.5322325581394,215
CUST02813,279447.72,1241.9898666666666,225
CUST08341,328975.68,1495.344,220
CUST07334,226434.77000000002,1347.826011904762,168
CUST08920,257779.46,1356.734,190
CUST01430,278166.33,1370.277487684729,203
CUST04043,295565.47000000003,1400.7842180094788,211
CUST03512,334435.4,1466.8219298245615,228
CUST04267,292913.22000000003,1509.8619587628868,194
CUST06082,258387.35,1389.1793010752688,186
CUST02733,219531.77,1254.467257142857,175
CUST02478,255229.81,1433.8753370786517,178
CUST05098,269619.29,1283.9013809523808,210
CUST00391,282199.22000000003,1343.8058095238096,210
CUST08177,243710.03,1346.4642541436465,181
CUST07586,239403.3,1280.231550802139,187
CUST06523,280428.83,1388.2615346534653,202
CUST00864,299884.29,1455.7489805825242,206
CUST08507,249900.65,1403.9362359550562,178
CUST01981,290557.27,1431.3166009852218,203
CUST00154,245581.16999999998,1279.06859375,192
CUST04716,283138.62,1374.4593203883494,206
CUST00019,254288.77,1324.4206770833332,192
CUST01677,273594.09,1334.605317073171,205
CUST02418,298658.62,1395.6010280373832,214
CUST07146,246643.16999999998,1298.121947368421,190
CUST09507,290337.08,1416.2784390243903,205
CUST03182,280621.82,1293.1881105990783,217
CUST06952,310998.59,1495.185528846154,208
CUST05799,225523.15,1326.6067647058824,170
CUST09039,272134.05,1360.67025,200
CUST06126,304249.43,1544.413350253807,197
CUST07582,297375.05,1479.4778606965174,201
CUST06799,298208.15,1521.4701530612247,196
CUST09597,267397.99,1477.3369613259667,181
CUST03299,264960.81,1280.0039130434782,207
CUST06270,350747.77999999997,1425.8039837398373,246
CUST08246,245640.6,1306.5989361702127,188
CUST09221,301313.15,1448.6209134615385,208
CUST01496,230627.42,1239.932365591398,186
CUST03992,276381.02999999997,1462.3334920634918,189
CUST07835,299717.08,1440.9475,208
CUST09337,264445.95999999996,1452.99978021978,182
CUST03361,249575.98,1334.6309090909092,187
CUST06747,275024.01,1403.183724489796,196
CUST05262,220412.84,1296.5461176470587,170
CUST07955,267089.56,1443.7273513513514,185
CUST03727,247932.07,1449.8951461988304,171
CUST04926,232721.66,1264.7916304347825,184
CUST09006,256404.11,1356.6355026455026,189
CUST05879,277640.44,1322.0973333333334,210
CUST04378,286958.43,1471.5816923076923,195
CUST09335,270764.13,1340.4164851485148,202
CUST01896,213868.68,1215.1629545454546,176
CUST08877,274650.49,1380.153216080402,199
CUST05867,285370.47000000003,1455.971785714286,196
CUST03274,333171.74,1514.417,220
CUST06312,266387.6,1345.391919191919,198
CUST09414,263200.11,1400.000585106383,188
CUST02111,255208.71,1343.2037368421052,190
CUST08702,265763.89,1476.4660555555556,180
CUST09342,252930.82,1352.571229946524,187
CUST06727,274301.11,1378.397537688442,199
CUST02722,316721.18,1413.9338392857142,224
CUST02656,268184.13,1404.105392670157,191
CUST01226,279174.68,1424.360612244898,196
CUST08988,290491.41,1351.1228372093021,215
CUST08582,282529.06,1339.0002843601897,211
CUST01346,298166.54,1343.0925225225224,222
CUST03993,278279.28,1357.4599024390245,205
CUST09943,257232.06,1305.7464974619288,197
CUST05277,281064.02,1338.4000952380952,210
CUST09522,238127.74,1259.9351322751322,189
CUST05309,273221.84,1445.6182010582013,189
CUST08631,241267.82,1394.611676300578,173
CUST04252,249525.16999999998,1386.2509444444443,180
CUST09121,280627.94,1382.403645320197,203
CUST08192,302390.28,1419.672676056338,213
CUST08482,286526.26,1492.3242708333335,192
CUST05288,226849.55,1246.4260989010988,182
CUST00368,246414.19,1232.07095,200
CUST04510,245628.55,1342.2325136612021,183
CUST02538,256632.16,1509.6009411764705,170
CUST07384,273186.2,1501.023076923077,182
CUST04479,275661.63,1498.1610326086957,184
CUST09234,313190.61,1361.698304347826,230
CUST00684,313356.83,1464.2842523364486,214
CUST06752,294378.73,1517.4161340206185,194
CUST06195,276638.86,1362.7530049261084,203
CUST04700,251004.11000000002,1349.4844623655915,186
CUST01117,283444.29,1424.3431658291456,199
CUST09994,270347.53,1281.2679146919434,211
CUST08833,253519.74,1408.443,180
CUST06696,273347.57,1307.883110047847,209
CUST07118,262428.61,1273.925291262136,206
CUST07224,259870.4,1360.5780104712042,191
CUST03440,291925.11,1424.0249268292682,205
CUST05292,258056.49,1316.614744897959,196
CUST08316,298859.0,1443.7632850241546,207
CUST01747,258255.99,1359.2420526315789,190
CUST05022,302880.34,1435.4518483412323,211
CUST01054,271513.2,1385.2714285714287,196
CUST02251,259649.12,1324.7404081632653,196
CUST02227,187291.73,1291.6671034482758,145
CUST05871,312978.03,1490.3715714285715,210
CUST05405,264328.9,1341.7710659898478,197
CUST06170,296487.84,1391.9616901408451,213
CUST00593,311497.96,1314.3373839662447,237
CUST04014,280423.36,1445.481237113402,194
CUST00976,271993.98,1416.6353124999998,192
CUST04200,287718.34,1410.3840196078434,204
CUST05034,219880.32,1316.648622754491,167
CUST06280,248307.85,1418.902,175
CUST08625,287937.17,1230.5007264957264,234
CUST01110,274862.82,1454.300634920635,189
CUST07432,248221.85,1292.8221354166667,192
CUST03305,296450.17,1432.1264251207729,207
CUST09890,286243.82,1467.9170256410257,195
CUST02820,281839.93,1416.281055276382,199
CUST06788,212615.19,1320.5912422360248,161
CUST07185,282566.04,1365.0533333333333,207
CUST01743,268941.21,1461.6370108695653,184
CUST07330,286441.45,1523.6247340425532,188
CUST05459,251898.03,1490.5208875739645,169
CUST05017,311256.16000000003,1525.7654901960786,204
CUST03479,331535.77,1454.104254385965,228
CUST09680,277844.77,1229.4016371681416,226
CUST04573,263120.61,1478.2056741573033,178
CUST00567,250343.22,1414.3684745762712,177
CUST09852,214634.77,1402.841633986928,153
CUST05584,297108.73,1428.4073557692307,208
CUST08847,281506.18,1309.331069767442,215
CUST05267,250847.61000000002,1341.4310695187166,187
CUST04742,292463.68,1477.089292929293,198
CUST08717,295523.15,1331.1853603603604,222
CUST00877,284848.78,1362.9128229665073,209
CUST02017,266566.7,1332.8335,200
CUST05653,235371.86000000002,1272.2803243243245,185
CUST02445,316743.89,1599.7166161616162,198
CUST01786,245814.93,1404.6567428571427,175
CUST00179,252688.19,1302.516443298969,194
CUST05938,247750.55,1391.85702247191,178
CUST09655,272692.61,1398.423641025641,195
CUST01647,249324.71,1259.2157070707071,198
CUST00423,310024.72,1581.758775510204,196
CUST04687,255879.93,1346.7364736842105,190
CUST04728,270175.9,1452.5586021505378,186
CUST09907,262504.82,1411.3162365591397,186
CUST02556,259808.97,1396.8224193548388,186
CUST02821,282301.35,1433.001776649746,197
CUST09786,273741.57,1448.3680952380953,189
CUST08854,292265.84,1476.090101010101,198
CUST09011,296232.31,1377.8246976744185,215
CUST09087,304422.59,1577.3191191709845,193
CUST04483,254796.08000000002,1320.1869430051813,193
CUST06550,271797.75,1372.715909090909,198
CUST02410,272168.79,1463.273064516129,186
CUST05668,259436.06,1409.9785869565217,184
CUST01591,236895.45,1338.392372881356,177
CUST04631,287646.18,1521.9374603174604,189
CUST00962,243703.97,1317.3187567567568,185
CUST06024,272986.09,1399.9286666666667,195
CUST01934,295802.97,1479.0148499999998,200
CUST04351,253699.46,1191.077276995305,213
CUST04588,265280.33,1306.7996551724138,203
CUST09559,281769.38,1482.9967368421053,190
CUST04224,275336.26,1349.6875490196078,204
CUST00140,242777.37,1319.4422282608696,184
CUST05362,268644.67,1580.2627647058823,170
CUST07230,256637.57,1387.2301081081082,185
CUST02776,274150.15,1442.8955263157895,190
CUST03616,331357.79,1446.9772489082968,229
CUST00013,255707.38,1389.7140217391304,184
CUST01018,276446.73,1375.3568656716418,201
CUST03244,253188.19,1298.4009743589743,195
CUST02509,312374.96,1400.7845739910315,223
CUST05913,274820.37,1387.9816666666666,198
CUST02085,291521.96,1331.1505022831052,219
CUST04288,301774.71,1347.2085267857144,224
CUST01487,279834.83,1449.9213989637306,193
CUST00486,274043.58,1481.3166486486487,185
CUST03679,294055.82,1420.5595169082126,207
CUST07730,262077.42,1386.6530158730159,189
CUST07402,288073.25,1346.1366822429907,214
CUST04610,279219.61,1323.3156872037914,211
CUST02171,247526.71,1367.5508839779004,181
CUST00582,264296.52,1376.5443750000002,192
CUST02144,262113.23,1351.0991237113403,194
CUST01084,276072.5,1346.6951219512196,205
CUST03115,263498.38,1439.8818579234974,183
CUST09005,261406.99,1313.6029648241206,199
CUST08811,262331.39,1373.46277486911,191
CUST00568,284889.32,1424.4466,200
CUST06018,289850.96,1367.2215094339624,212
CUST05228,293412.4,1431.2800000000002,205
CUST07414,290674.31,1364.6681220657276,213
CUST00261,271622.42000000004,1364.9367839195982,199
CUST03831,274072.95,1377.2510050251258,199
CUST08614,255435.75,1264.5334158415842,202
